request_count,endpoint_hits,global_traffic,hour,label
8,4,86,11,0
19,1,77,4,0
16,4,48,9,0
9,1,79,1,0
6,1,47,11,0
9,2,34,13,0
11,1,38,0,0
12,1,39,10,0
5,3,50,2,0
19,5,73,18,0
9,4,96,12,0
11,2,23,6,0
2,5,46,4,0
16,1,45,9,0
12,1,70,12,0
19,1,28,17,0
15,1,21,10,0
14,2,37,3,0
10,5,81,10,0
15,3,35,17,0
8,2,65,10,0
17,5,37,8,0
14,4,61,20,0
17,4,99,20,0
19,2,72,12,0
9,1,72,16,0
7,5,88,1,0
19,5,92,12,0
1,3,38,7,0
5,4,76,3,0
4,4,26,13,0
19,3,31,2,0
15,4,54,14,0
7,4,40,14,0
8,3,42,20,0
4,3,36,6,0
17,1,63,16,0
20,3,63,8,0
16,2,91,5,0
1,1,21,14,0
10,3,75,16,0
10,3,82,0,0
13,4,95,15,0
15,5,41,22,0
15,4,42,14,0
7,2,47,12,0
8,3,22,16,0
13,2,71,21,0
3,3,81,8,0
16,1,80,19,0
17,3,82,12,0
3,2,30,0,0
13,1,94,14,0
15,5,21,22,0
19,4,93,16,0
3,2,33,13,0
14,4,63,12,0
9,3,43,0,0
5,5,48,10,0
13,1,85,8,0
15,1,90,12,0
5,1,45,9,0
2,3,50,18,0
11,3,35,18,0
4,3,75,4,0
3,1,40,10,0
4,3,87,0,0
15,2,79,1,0
11,2,52,3,0
15,5,93,18,0
19,1,63,14,0
19,4,21,9,0
11,2,94,13,0
6,4,20,6,0
18,4,80,5,0
5,3,95,12,0
12,4,52,21,0
19,3,97,3,0
8,1,62,20,0
17,4,43,11,0
16,1,61,3,0
10,3,46,1,0
5,2,42,16,0
11,1,43,19,0
15,2,91,20,0
6,1,80,3,0
19,3,71,3,0
19,4,87,21,0
20,5,52,19,0
12,2,75,19,0
15,1,22,6,0
14,4,31,19,0
20,5,47,11,0
5,4,21,16,0
1,4,48,18,0
15,2,77,5,0
8,3,68,11,0
13,1,71,14,0
6,2,85,15,0
18,4,64,18,0
3,5,70,23,0
11,2,45,15,0
10,3,64,19,0
9,3,50,15,0
14,2,62,3,0
3,5,72,8,0
13,4,69,23,0
9,5,61,13,0
10,1,57,12,0
11,3,72,16,0
13,2,64,7,0
14,5,35,23,0
9,5,32,10,0
13,4,60,20,0
2,2,33,16,0
14,1,72,15,0
19,5,65,11,0
5,2,28,13,0
3,1,72,13,0
6,3,67,19,0
12,2,54,11,0
15,1,87,4,0
4,2,92,3,0
7,4,23,15,0
19,2,78,10,0
7,2,75,4,0
7,3,36,23,0
5,2,63,11,0
10,3,75,4,0
4,4,65,13,0
17,1,21,9,0
13,4,78,7,0
11,4,83,2,0
12,5,77,0,0
10,5,63,12,0
20,1,59,6,0
10,4,54,13,0
14,4,54,20,0
20,4,71,20,0
17,4,84,16,0
7,4,75,14,0
6,3,44,6,0
1,5,64,17,0
4,5,78,19,0
8,4,93,9,0
12,4,49,1,0
15,5,62,23,0
20,3,34,12,0
5,3,79,14,0
17,2,64,13,0
17,2,43,8,0
9,5,25,8,0
14,2,20,11,0
9,4,75,10,0
2,1,79,5,0
6,4,74,11,0
3,1,84,12,0
3,2,71,0,0
15,5,88,17,0
4,1,85,7,0
12,2,51,23,0
11,1,42,15,0
17,2,45,12,0
2,2,45,19,0
3,5,61,8,0
3,2,33,11,0
1,1,84,12,0
16,3,54,19,0
1,1,44,14,0
19,3,32,3,0
11,2,60,7,0
17,4,98,13,0
19,4,58,14,0
8,4,63,6,0
10,4,44,4,0
16,3,98,22,0
13,1,21,2,0
10,3,42,15,0
3,3,22,19,0
2,4,36,23,0
17,5,46,22,0
19,3,75,1,0
5,1,36,9,0
13,2,71,9,0
5,4,29,11,0
5,1,46,4,0
6,1,100,15,0
18,3,71,4,0
5,3,75,20,0
5,4,57,9,0
3,2,39,8,0
8,3,29,0,0
18,5,21,8,0
12,5,53,4,0
15,3,53,17,0
18,3,98,11,0
19,3,98,9,0
20,4,44,2,0
4,5,72,2,0
12,1,58,14,0
6,1,78,0,0
5,1,58,22,0
11,2,49,9,0
19,2,49,23,0
3,3,67,2,0
11,2,41,22,0
6,3,72,9,0
8,1,60,3,0
1,4,96,5,0
15,3,55,21,0
17,4,83,1,0
11,3,95,19,0
15,2,86,7,0
14,3,40,23,0
17,2,83,2,0
19,1,62,16,0
8,5,91,18,0
14,3,48,0,0
11,5,82,12,0
3,1,35,1,0
10,3,75,15,0
1,4,64,20,0
8,1,27,22,0
3,1,82,19,0
16,4,33,1,0
4,5,21,8,0
4,3,54,23,0
13,4,29,13,0
17,1,82,10,0
11,4,81,21,0
2,3,99,16,0
3,2,40,0,0
9,1,98,10,0
13,4,99,6,0
19,3,38,7,0
13,4,87,22,0
6,1,41,8,0
18,2,100,22,0
15,1,38,2,0
12,2,40,10,0
10,2,41,13,0
13,3,38,23,0
3,4,42,9,0
19,1,89,16,0
2,5,79,3,0
10,3,77,8,0
9,2,35,3,0
20,1,71,1,0
9,2,100,2,0
1,1,31,14,0
20,1,49,20,0
19,1,100,19,0
18,1,30,3,0
5,4,38,21,0
4,1,100,23,0
2,4,89,14,0
8,5,42,2,0
7,4,61,3,0
16,4,39,2,0
9,5,78,16,0
2,3,56,8,0
1,4,59,20,0
20,4,44,1,0
14,3,98,16,0
3,4,59,20,0
1,4,46,15,0
13,2,31,21,0
16,3,21,4,0
20,1,90,17,0
7,4,82,17,0
7,5,94,5,0
11,5,46,18,0
2,5,38,22,0
20,4,43,17,0
19,5,36,5,0
15,1,87,20,0
8,2,41,22,0
3,3,53,12,0
8,1,94,20,0
1,1,23,23,0
11,2,46,8,0
4,5,25,10,0
4,3,28,6,0
13,3,40,6,0
18,3,77,2,0
6,2,89,23,0
5,3,52,19,0
19,1,97,14,0
7,2,74,7,0
3,1,27,5,0
7,1,68,23,0
8,4,34,11,0
15,1,58,7,0
4,1,49,5,0
7,1,82,7,0
18,1,95,10,0
13,3,93,7,0
8,3,46,0,0
19,4,41,17,0
8,1,80,0,0
7,1,36,4,0
5,1,72,23,0
13,5,68,13,0
5,1,24,5,0
17,5,76,17,0
16,1,27,9,0
13,4,68,2,0
17,2,83,13,0
8,2,58,19,0
20,5,86,8,0
12,5,26,21,0
15,2,86,23,0
14,3,93,2,0
15,1,46,7,0
14,4,52,21,0
7,5,79,12,0
7,4,100,6,0
16,4,26,11,0
15,3,55,1,0
6,2,85,21,0
10,1,73,10,0
3,2,41,23,0
6,1,75,17,0
13,3,91,11,0
14,3,66,12,0
7,4,85,2,0
18,5,52,4,0
2,5,47,6,0
5,4,60,3,0
4,5,47,14,0
20,3,24,10,0
2,1,45,7,0
12,3,51,15,0
3,5,74,2,0
10,1,87,13,0
16,2,51,0,0
3,5,68,20,0
11,4,67,3,0
4,5,89,8,0
16,2,62,12,0
12,1,44,16,0
17,5,86,7,0
13,2,92,6,0
14,1,94,5,0
3,2,73,4,0
14,3,37,17,0
3,1,73,19,0
2,4,42,2,0
18,3,34,12,0
1,3,78,23,0
8,1,65,8,0
8,4,77,5,0
9,4,84,1,0
3,2,46,0,0
6,2,48,10,0
3,5,72,5,0
15,3,22,19,0
7,3,49,4,0
4,4,54,3,0
14,3,66,2,0
13,2,49,4,0
13,1,53,7,0
19,3,89,23,0
9,4,49,14,0
11,3,90,9,0
15,4,76,18,0
11,5,59,12,0
15,2,73,2,0
15,2,88,11,0
9,3,98,3,0
19,5,35,5,0
1,1,25,0,0
6,3,88,11,0
2,1,99,3,0
8,4,28,17,0
7,1,53,13,0
5,1,22,13,0
9,1,88,17,0
20,3,72,21,0
1,3,42,10,0
6,2,46,10,0
9,1,52,11,0
4,4,52,5,0
12,5,82,1,0
2,5,47,4,0
20,4,92,1,0
20,4,78,16,0
20,3,67,4,0
16,3,29,1,0
12,5,58,17,0
14,3,32,17,0
15,4,31,19,0
8,2,39,11,0
15,3,22,15,0
1,2,37,19,0
5,2,47,15,0
6,3,83,1,0
8,2,90,19,0
6,4,82,2,0
3,3,57,5,0
1,4,53,12,0
4,3,78,6,0
17,3,57,15,0
17,1,58,14,0
2,3,84,23,0
18,2,86,16,0
8,4,68,17,0
4,2,30,1,0
11,1,53,1,0
5,5,22,20,0
19,4,96,4,0
17,1,53,16,0
11,5,21,11,0
1,1,39,2,0
18,2,90,17,0
6,4,74,15,0
20,2,39,1,0
11,2,74,18,0
16,2,59,1,0
16,3,49,5,0
14,2,53,23,0
15,2,33,20,0
19,4,66,6,0
1,5,89,10,0
7,2,29,4,0
16,3,23,19,0
19,4,20,20,0
18,1,100,6,0
5,3,33,17,0
15,4,72,18,0
20,3,46,22,0
13,1,34,11,0
17,5,24,10,0
6,1,20,1,0
9,5,89,22,0
14,3,91,16,0
16,2,26,7,0
2,4,99,6,0
5,2,88,10,0
20,2,35,15,0
15,2,51,22,0
4,3,20,22,0
11,2,42,20,0
9,4,65,20,0
20,5,81,6,0
1,3,56,10,0
16,2,66,15,0
12,5,35,4,0
8,4,67,11,0
18,1,78,21,0
17,3,51,3,0
11,4,50,19,0
16,5,94,14,0
6,4,84,17,0
8,2,72,20,0
4,3,38,11,0
14,1,42,11,0
15,3,38,20,0
10,3,57,14,0
14,5,76,9,0
5,5,44,2,0
8,1,24,16,0
9,4,92,0,0
15,1,30,4,0
10,4,33,10,0
2,5,93,1,0
12,2,63,10,0
17,2,32,18,0
14,3,58,12,0
3,4,44,11,0
15,1,95,9,0
7,1,78,21,0
10,2,51,2,0
5,4,62,16,0
17,3,28,13,0
18,4,56,16,0
11,1,61,12,0
8,5,32,9,0
13,1,100,21,0
10,4,85,18,0
1,3,87,8,0
7,3,47,6,0
14,4,44,12,0
10,1,71,8,0
4,5,59,0,0
6,5,79,6,0
19,1,71,2,0
7,2,59,17,0
9,3,80,23,0
13,1,80,21,0
3,2,39,2,0
11,3,96,22,0
4,4,85,8,0
7,5,76,13,0
8,1,75,8,0
4,4,20,8,0
18,4,63,18,0
16,2,81,23,0
19,3,24,8,0
5,1,20,15,0
3,5,77,4,0
11,3,90,14,0
2,3,64,13,0
9,1,49,0,0
15,2,42,5,0
6,4,89,8,0
2,4,21,9,0
1,2,97,17,0
3,3,99,16,0
17,1,83,20,0
15,3,99,6,0
6,2,72,10,0
20,5,63,3,0
10,1,69,23,0
3,4,29,15,0
3,5,68,13,0
17,1,27,14,0
6,5,83,0,0
9,3,40,1,0
20,5,49,4,0
14,3,83,11,0
3,3,41,15,0
16,2,28,20,0
3,2,81,4,0
1,2,54,22,0
2,2,84,7,0
4,5,96,5,0
20,5,42,6,0
14,4,66,20,0
1,5,97,8,0
3,2,29,22,0
3,5,69,12,0
3,1,22,11,0
6,1,98,19,0
20,3,48,2,0
12,3,58,0,0
8,1,57,14,0
17,3,29,16,0
19,3,27,6,0
19,5,70,11,0
8,4,82,11,0
3,3,41,22,0
9,1,24,0,0
19,1,75,15,0
1,4,72,6,0
14,5,29,14,0
20,5,67,4,0
12,2,91,11,0
18,3,85,22,0
13,2,56,6,0
18,2,52,8,0
4,4,100,20,0
13,5,36,1,0
20,4,76,19,0
6,2,76,4,0
14,4,70,17,0
13,5,94,7,0
3,3,99,5,0
18,4,45,0,0
8,4,78,12,0
20,2,81,21,0
17,2,35,19,0
14,4,46,12,0
17,5,32,5,0
8,2,43,3,0
20,4,31,18,0
16,5,37,12,0
10,4,84,9,0
11,2,32,17,0
3,2,34,7,0
1,2,98,5,0
9,4,44,5,0
7,4,93,4,0
16,2,24,3,0
12,5,61,4,0
9,1,90,19,0
12,4,38,13,0
3,1,92,20,0
15,5,76,8,0
20,2,90,18,0
12,3,79,9,0
7,4,55,19,0
4,5,92,9,0
15,1,46,13,0
8,2,50,14,0
17,4,48,13,0
10,2,56,3,0
5,1,100,19,0
15,4,55,2,0
15,5,88,13,0
11,4,70,7,0
3,4,95,5,0
6,3,41,12,0
9,1,24,14,0
13,3,21,7,0
12,1,99,6,0
16,3,75,14,0
6,4,41,5,0
20,4,57,22,0
9,3,64,5,0
12,5,82,16,0
4,5,68,20,0
15,3,83,5,0
13,4,95,12,0
11,2,90,16,0
11,2,45,7,0
5,3,62,2,0
5,4,98,19,0
18,4,92,14,0
8,3,68,0,0
5,2,27,8,0
16,4,98,2,0
4,2,38,20,0
13,2,45,0,0
3,1,55,13,0
19,1,55,23,0
5,4,66,18,0
2,5,24,19,0
6,2,37,1,0
1,3,88,19,0
11,1,22,23,0
8,5,100,4,0
16,1,28,17,0
5,5,37,5,0
7,3,45,15,0
18,2,66,18,0
15,4,92,18,0
1,2,35,20,0
3,5,61,15,0
15,1,41,14,0
8,2,27,13,0
8,5,73,0,0
19,2,52,8,0
5,5,35,1,0
9,1,27,15,0
11,2,85,20,0
19,5,38,6,0
2,4,45,9,0
7,1,98,12,0
3,4,29,6,0
7,4,79,17,0
2,4,87,10,0
13,3,85,2,0
13,4,66,5,0
18,5,59,13,0
14,5,60,18,0
19,2,42,18,0
2,5,21,8,0
10,2,34,21,0
18,3,60,7,0
8,4,21,15,0
7,3,91,18,0
18,1,75,21,0
2,1,37,23,0
1,3,27,7,0
7,3,44,18,0
14,1,75,3,0
12,4,91,4,0
5,2,95,1,0
3,1,72,22,0
16,2,43,0,0
19,3,30,11,0
18,2,25,1,0
3,2,86,15,0
8,2,70,13,0
13,2,71,17,0
19,5,60,8,0
10,5,74,17,0
9,5,85,17,0
9,3,78,4,0
8,5,30,17,0
3,5,28,7,0
18,2,20,2,0
16,4,77,20,0
16,4,62,0,0
9,1,58,5,0
7,2,64,4,0
18,3,98,7,0
5,5,38,13,0
14,4,82,5,0
8,1,88,16,0
1,2,63,22,0
16,2,21,9,0
6,1,38,6,0
7,4,37,1,0
16,5,23,17,0
11,4,92,4,0
20,2,22,5,0
4,3,88,15,0
11,1,70,18,0
17,5,84,20,0
7,5,87,14,0
5,2,26,2,0
9,2,100,4,0
15,5,61,8,0
19,5,82,19,0
6,1,74,6,0
18,2,42,20,0
8,2,69,9,0
18,3,59,7,0
2,3,59,14,0
6,1,28,0,0
15,4,48,23,0
15,2,89,8,0
10,2,99,10,0
15,5,27,10,0
4,5,43,4,0
15,3,45,4,0
16,3,88,9,0
4,4,55,4,0
14,5,66,3,0
8,5,82,3,0
3,5,94,17,0
6,5,22,16,0
14,5,75,10,0
1,2,49,19,0
10,2,97,15,0
4,3,86,4,0
2,4,72,21,0
9,1,31,10,0
5,2,68,2,0
12,3,85,13,0
12,5,67,17,0
20,2,32,10,0
2,4,68,16,0
20,5,44,3,0
7,1,87,8,0
16,3,65,12,0
13,1,44,20,0
3,3,86,12,0
17,4,63,17,0
7,5,74,15,0
16,2,61,14,0
2,2,24,5,0
17,3,32,2,0
13,4,79,13,0
17,5,40,13,0
4,1,65,12,0
18,2,40,16,0
13,1,83,20,0
2,5,65,17,0
16,3,24,9,0
14,3,39,11,0
9,2,63,13,0
4,3,92,19,0
19,5,45,15,0
1,2,35,13,0
12,5,69,18,0
10,1,53,23,0
7,2,21,0,0
4,4,63,22,0
14,3,33,20,0
5,4,90,22,0
17,3,84,13,0
5,4,21,14,0
6,3,75,3,0
18,4,97,21,0
4,1,74,19,0
2,4,27,9,0
17,4,50,19,0
4,2,80,23,0
5,3,81,14,0
19,1,99,20,0
17,3,79,15,0
12,3,44,14,0
17,3,47,8,0
13,2,61,4,0
19,1,64,23,0
7,1,65,4,0
4,3,33,12,0
9,3,74,17,0
2,5,97,14,0
5,4,25,6,0
15,4,56,9,0
5,2,87,7,0
11,2,47,14,0
9,5,52,22,0
1,5,56,3,0
20,3,94,12,0
17,4,20,22,0
10,5,65,21,0
10,3,70,3,0
11,5,21,18,0
20,5,60,7,0
10,3,66,3,0
17,1,47,18,0
15,2,35,16,0
10,3,94,3,0
8,5,52,3,0
13,3,29,22,0
15,1,52,8,0
19,3,59,16,0
13,4,89,18,0
19,2,74,8,0
3,2,87,1,0
3,3,77,5,0
18,5,71,7,0
18,3,96,18,0
3,2,41,19,0
2,3,100,15,0
17,3,61,19,0
4,1,57,21,0
12,5,96,11,0
3,5,58,19,0
15,2,97,22,0
6,1,33,0,0
4,5,34,20,0
11,3,30,18,0
1,4,96,4,0
16,5,31,9,0
15,1,32,11,0
9,1,73,6,0
4,5,35,12,0
19,4,25,1,0
2,3,33,11,0
6,4,29,19,0
17,2,51,9,0
18,1,77,9,0
8,5,35,0,0
18,1,38,0,0
14,5,66,5,0
8,3,24,6,0
18,5,90,23,0
1,2,44,3,0
13,4,71,5,0
18,1,71,3,0
9,1,80,21,0
1,1,78,9,0
10,5,88,23,0
16,4,68,19,0
5,1,25,2,0
20,1,70,9,0
14,3,66,7,0
11,5,49,17,0
1,1,34,18,0
20,5,47,10,0
16,2,44,18,0
13,5,87,4,0
17,3,26,16,0
20,5,28,2,0
13,1,39,4,0
5,3,46,9,0
1,1,48,13,0
20,5,89,10,0
17,4,48,9,0
10,1,36,12,0
19,2,74,15,0
16,3,88,0,0
14,3,81,14,0
6,5,100,22,0
9,2,96,18,0
10,1,36,7,0
20,1,41,3,0
9,4,20,6,0
11,5,69,8,0
8,1,23,14,0
4,3,90,20,0
17,4,96,20,0
4,5,69,22,0
4,3,28,3,0
19,3,42,2,0
3,1,75,23,0
14,1,45,4,0
15,3,100,20,0
8,2,78,8,0
6,3,69,5,0
20,4,68,10,0
6,3,37,12,0
13,2,76,4,0
4,3,59,4,0
9,2,66,6,0
14,4,43,17,0
16,5,30,15,0
14,4,30,5,0
13,3,88,4,0
12,4,52,9,0
1,2,64,9,0
7,3,27,11,0
10,1,77,7,0
7,5,60,2,0
15,2,65,20,0
4,1,42,9,0
1,2,41,16,0
16,2,29,12,0
8,1,45,5,0
1,4,64,10,0
18,5,39,21,0
12,4,49,13,0
11,4,45,1,0
10,4,78,9,0
16,1,53,14,0
14,2,65,16,0
3,5,24,0,0
9,3,36,21,0
13,1,51,18,0
13,1,84,19,0
12,3,20,2,0
1,3,21,23,0
16,4,54,3,0
14,4,44,10,0
19,3,69,1,0
5,1,33,2,0
12,4,23,7,0
11,3,71,14,0
5,3,25,13,0
6,5,48,10,0
5,3,41,8,0
13,2,59,7,0
1,1,87,23,0
4,1,55,19,0
13,3,40,17,0
8,3,37,1,0
9,3,27,22,0
11,2,70,3,0
12,4,58,16,0
16,3,68,15,0
16,5,70,5,0
19,3,25,15,0
20,3,69,20,0
16,1,95,10,0
16,1,51,12,0
11,5,52,23,0
2,4,69,16,0
17,2,66,20,0
13,1,93,19,0
6,1,30,8,0
4,5,73,3,0
9,4,83,12,0
5,5,90,11,0
13,4,72,12,0
16,4,53,22,0
4,2,43,1,0
6,2,59,23,0
1,4,48,20,0
14,2,80,19,0
1,5,42,6,0
20,4,54,2,0
9,4,34,19,0
15,4,37,20,0
13,1,58,17,0
11,5,59,18,0
19,4,53,5,0
4,5,100,3,0
16,2,99,12,0
19,3,41,8,0
10,1,31,3,0
15,1,38,23,0
18,4,100,12,0
4,4,58,11,0
1,2,73,0,0
11,1,66,20,0
11,3,88,1,0
9,5,99,17,0
14,5,99,14,0
6,1,44,0,0
13,1,85,9,0
15,5,58,23,0
13,1,57,18,0
13,1,31,17,0
9,4,31,15,0
10,1,49,18,0
7,5,84,0,0
6,2,38,4,0
13,3,55,19,0
18,4,82,20,0
9,3,86,19,0
9,5,36,1,0
5,4,42,19,0
11,3,96,1,0
2,4,30,19,0
17,4,47,14,0
7,1,65,8,0
6,3,49,14,0
3,3,24,15,0
3,3,94,16,0
12,1,44,17,0
6,5,84,14,0
17,2,53,6,0
13,3,41,16,0
13,3,27,7,0
7,4,89,7,0
4,1,99,17,0
19,2,24,4,0
8,1,42,7,0
16,3,44,8,0
15,2,95,11,0
15,5,84,9,0
17,2,89,16,0
3,1,89,21,0
20,3,96,11,0
15,3,28,17,0
6,1,55,20,0
2,3,25,3,0
9,1,20,6,0
1,5,96,11,0
7,1,81,6,0
15,4,95,9,0
7,5,75,5,0
17,1,44,19,0
1,3,47,14,0
2,2,39,12,0
2,5,57,12,0
1,3,28,11,0
15,3,81,14,0
14,5,41,14,0
15,1,99,2,0
10,1,28,15,0
5,1,91,21,0
3,1,96,15,0
15,4,38,6,0
10,5,27,17,0
18,1,71,6,0
9,4,22,20,0
12,1,53,3,0
8,5,73,4,0
3,1,36,23,0
10,3,58,20,0
19,3,95,6,0
12,3,84,12,0
4,4,38,23,0
12,5,55,9,0
8,4,73,13,0
19,2,97,20,0
1,5,36,9,0
3,3,81,6,0
9,5,86,8,0
1,3,58,2,0
1,4,70,20,0
13,3,83,12,0
10,5,62,12,0
17,2,22,6,0
17,4,25,10,0
17,3,69,13,0
17,1,87,9,0
1,5,64,5,0
20,1,95,15,0
18,4,60,10,0
14,1,36,8,0
20,1,49,15,0
8,2,67,2,0
13,1,62,10,0
20,5,39,9,0
15,1,39,2,0
11,2,41,15,0
11,5,39,4,0
11,1,35,7,0
11,2,67,3,0
13,1,21,5,0
1,1,58,3,0
2,3,77,0,0
2,1,27,14,0
16,3,39,4,0
6,1,32,23,0
15,3,96,12,0
13,2,72,3,0
18,2,97,12,0
5,2,86,23,0
5,2,82,6,0
20,3,67,19,0
17,1,77,14,0
4,3,51,4,0
5,3,43,19,0
16,3,96,15,0
6,5,33,11,0
15,2,62,20,0
11,5,74,11,0
1,3,51,22,0
1,1,86,11,0
13,2,83,17,0
15,1,56,0,0
10,5,89,4,0
20,5,70,9,0
19,3,44,9,0
9,2,30,23,0
1,5,45,8,0
16,2,80,11,0
8,2,66,18,0
15,3,78,6,0
17,5,45,7,0
9,3,82,19,0
6,1,98,23,0
3,2,94,22,0
19,5,61,10,0
19,3,86,20,0
8,3,70,6,0
19,3,41,17,0
13,3,81,18,0
16,1,70,0,0
16,1,98,15,0
10,3,97,3,0
15,5,64,20,0
7,3,44,18,0
12,5,46,8,0
15,3,40,9,0
14,3,77,14,0
2,1,25,17,0
2,2,30,14,0
6,1,92,12,0
11,2,45,23,0
3,3,20,4,0
14,4,89,3,0
14,4,38,7,0
13,2,54,22,0
11,4,54,19,0
14,1,57,13,0
6,2,72,10,0
17,5,53,22,0
5,2,39,1,0
17,4,72,1,0
16,4,78,18,0
4,4,68,6,0
15,4,55,2,0
16,1,52,17,0
15,3,79,21,0
17,5,46,16,0
10,5,78,14,0
1,2,66,19,0
14,4,49,17,0
8,1,98,4,0
8,4,72,11,0
16,3,56,2,0
18,3,87,13,0
17,2,78,10,0
14,1,68,16,0
12,4,56,20,0
11,1,39,9,0
13,2,77,6,0
18,2,30,20,0
6,3,69,16,0
12,1,55,22,0
20,4,65,11,0
18,3,59,17,0
10,4,98,11,0
4,1,25,14,0
17,1,64,15,0
4,5,44,8,0
7,1,96,3,0
14,3,62,0,0
7,2,34,13,0
14,1,49,5,0
11,2,58,4,0
19,3,84,10,0
6,4,28,15,0
15,5,32,19,0
19,5,83,6,0
14,3,38,22,0
8,1,63,17,0
10,3,78,18,0
11,3,43,21,0
12,2,73,11,0
16,4,79,21,0
12,4,40,13,0
4,5,91,4,0
11,2,65,5,0
7,5,94,18,0
19,4,39,17,0
17,3,76,2,0
8,2,70,13,0
3,3,100,20,0
16,2,84,5,0
16,4,87,20,0
15,5,55,11,0
14,5,55,10,0
1,1,38,20,0
19,4,47,18,0
3,5,34,7,0
16,4,71,15,0
8,1,100,3,0
11,5,68,17,0
13,1,44,12,0
16,5,86,20,0
14,5,63,18,0
4,5,78,23,0
9,2,65,20,0
2,3,95,8,0
19,5,52,4,0
3,5,27,17,0
20,2,64,3,0
4,2,74,21,0
5,5,68,20,0
3,1,55,9,0
15,3,99,9,0
7,3,83,16,0
17,1,84,15,0
15,3,39,21,0
13,5,75,16,0
6,4,92,8,0
2,5,45,5,0
3,2,86,20,0
20,2,44,8,0
10,4,50,20,0
7,1,38,4,0
20,5,49,14,0
18,3,32,9,0
14,4,81,7,0
6,5,53,17,0
7,3,41,11,0
12,3,74,5,0
19,2,25,1,0
9,3,28,5,0
9,2,74,0,0
14,5,72,7,0
2,3,38,20,0
16,1,71,12,0
18,4,61,18,0
5,1,24,0,0
11,4,76,18,0
10,4,60,13,0
16,5,53,2,0
12,3,100,16,0
15,1,40,23,0
17,2,23,8,0
6,3,100,19,0
15,3,48,4,0
8,5,56,8,0
19,5,43,8,0
8,2,29,7,0
6,5,72,13,0
1,3,94,10,0
14,5,96,21,0
10,4,53,23,0
3,1,58,16,0
5,1,98,8,0
2,5,45,13,0
11,2,39,12,0
17,2,48,15,0
11,2,68,17,0
14,5,94,0,0
7,4,40,1,0
20,2,48,18,0
12,1,37,7,0
1,4,31,5,0
8,1,32,6,0
18,4,85,14,0
20,1,22,21,0
14,4,41,7,0
1,1,29,0,0
4,4,66,13,0
6,3,45,13,0
20,5,72,19,0
3,1,43,15,0
15,2,68,12,0
3,2,80,23,0
17,4,47,18,0
12,4,68,16,0
1,5,95,21,0
1,5,61,4,0
1,5,67,18,0
19,3,56,22,0
7,5,60,5,0
11,2,87,10,0
3,3,78,6,0
7,1,83,18,0
6,3,78,12,0
16,4,59,10,0
19,5,78,22,0
4,5,80,21,0
19,2,47,2,0
8,1,92,1,0
2,3,64,19,0
3,5,69,0,0
17,4,23,18,0
14,3,48,6,0
4,3,50,7,0
4,1,31,22,0
5,2,79,16,0
16,1,77,16,0
16,5,42,4,0
5,1,80,23,0
16,3,59,15,0
6,2,79,20,0
10,4,83,20,0
4,3,46,12,0
15,3,52,21,0
4,1,44,23,0
20,1,87,15,0
8,2,55,14,0
3,5,58,19,0
11,3,66,15,0
11,5,47,14,0
10,5,40,2,0
7,1,95,22,0
3,3,24,20,0
8,5,43,17,0
4,5,41,0,0
10,2,92,2,0
16,2,61,2,0
17,2,61,14,0
16,5,71,4,0
1,2,30,6,0
14,5,31,6,0
14,5,34,15,0
16,2,51,18,0
12,5,94,23,0
7,2,46,3,0
18,3,54,1,0
19,3,67,10,0
15,1,88,4,0
9,2,20,2,0
8,3,29,23,0
16,5,66,2,0
5,3,35,4,0
3,5,43,9,0
14,1,25,5,0
18,1,72,9,0
20,5,24,14,0
13,2,20,17,0
1,4,80,1,0
13,5,97,22,0
12,3,39,10,0
12,3,65,10,0
6,1,84,2,0
13,5,73,21,0
15,3,52,11,0
13,4,67,16,0
8,1,98,9,0
6,5,67,9,0
5,3,93,19,0
9,5,60,5,0
2,5,90,2,0
7,5,41,9,0
3,3,61,18,0
15,3,39,22,0
15,3,45,2,0
9,4,53,21,0
12,5,83,18,0
12,1,72,1,0
19,2,26,22,0
3,3,46,14,0
19,5,77,6,0
2,3,74,16,0
8,5,91,20,0
11,2,72,0,0
14,3,71,13,0
2,1,52,2,0
3,1,71,11,0
12,3,27,16,0
18,1,45,20,0
4,2,49,13,0
9,1,40,5,0
15,4,80,0,0
18,3,79,16,0
10,1,99,20,0
7,4,46,17,0
3,1,68,15,0
11,1,41,5,0
11,1,71,10,0
2,1,23,15,0
6,4,35,1,0
14,2,57,10,0
19,3,66,3,0
10,2,21,10,0
3,3,95,12,0
5,3,25,8,0
9,4,21,11,0
14,3,41,2,0
18,4,74,21,0
10,1,78,1,0
1,1,68,12,0
15,4,88,1,0
19,1,22,12,0
4,5,79,18,0
3,5,96,23,0
2,1,78,2,0
5,1,47,4,0
17,2,29,19,0
13,2,77,20,0
5,2,52,13,0
12,4,56,17,0
20,1,64,23,0
19,4,39,20,0
8,3,60,18,0
16,4,54,15,0
1,2,51,17,0
8,5,49,13,0
8,2,60,7,0
16,5,72,18,0
11,4,57,17,0
8,5,32,10,0
7,4,61,19,0
13,2,58,1,0
1,4,25,23,0
1,1,59,20,0
16,4,54,6,0
6,3,53,20,0
20,3,55,6,0
3,4,47,18,0
5,3,34,0,0
11,2,85,14,0
7,1,37,2,0
8,4,96,18,0
19,4,28,11,0
18,1,20,19,0
8,3,29,17,0
2,2,69,16,0
19,5,80,14,0
7,4,85,4,0
